2018-08-29, SELL ATTEMPT, 222.20
2018-08-29, BUY EXECUTED, 220.15
2018-08-29, SELL ATTEMPT, 222.20
2018-08-30, SELL EXECUTED, 223.25

2018-08-30, SELL EXECUTED, 223.25

2018-08-30, NET, +3.10

2018-08-30, BUY ATTEMPT, 224.25
2018-08-30, SELL EXECUTED, 223.25

2018-08-30, SELL EXECUTED, 223.25

2018-08-30, NET, +3.10

2018-08-30, BUY ATTEMPT, 224.25
2018-08-30, SELL EXECUTED, 223.25

2018-08-30, SELL EXECUTED, 223.25

2018-08-30, NET, +3.10

2018-08-30, BUY ATTEMPT, 224.25
2018-08-31, BUY EXECUTED, 226.51
2018-08-31, SELL ATTEMPT, 226.84
2018-08-31, BUY EXECUTED, 226.51
2018-08-31, SELL ATTEMPT, 226.84
2018-08-31, BUY EXECUTED, 226.51
2018-08-31, SELL ATTEMPT, 226.84
2018-09-04, SELL EXECUTED, 228.41

2018-09-04, SELL EXECUTED, 228.41

2018-09-04, NET, +1.90

2018-09-04, BUY ATTEMPT, 227.57
2018-09-04, SELL EXECUTED, 228.41

2018-09-04, SELL EXECUTED, 228.41

2018-09-04, NET, +1.90

2018-09-04, BUY ATTEMPT, 227.57
2018-09-04, SELL EXECUTED, 228.41

2018-09-04, SELL EXECUTED, 228.41

2018-09-04, NET, +1.90

2018-09-04, BUY ATTEMPT, 227.57
2018-09-05, BUY EXECUTED, 228.99
2018-09-05, SELL ATTEMPT, 226.08
2018-09-05, BUY EXECUTED, 228.99
2018-09-05, SELL ATTEMPT, 226.08
2018-09-05, BUY EXECUTED, 228.99
2018-09-05, SELL ATTEMPT, 226.08
2018-09-06, SELL EXECUTED, 226.23

2018-09-06, SELL EXECUTED, 226.23

2018-09-06, NET, -2.76

2018-09-06, BUY ATTEMPT, 222.32
2018-09-06, SELL EXECUTED, 226.23

2018-09-06, SELL EXECUTED, 226.23

2018-09-06, NET, -2.76

2018-09-06, BUY ATTEMPT, 222.32
2018-09-06, SELL EXECUTED, 226.23

2018-09-06, SELL EXECUTED, 226.23

2018-09-06, NET, -2.76

2018-09-06, BUY ATTEMPT, 222.32
2018-09-07, BUY EXECUTED, 221.85
2018-09-07, SELL ATTEMPT, 220.53
2018-09-07, BUY EXECUTED, 221.85
2018-09-07, SELL ATTEMPT, 220.53
2018-09-07, BUY EXECUTED, 221.85
2018-09-07, SELL ATTEMPT, 220.53
2018-09-10, SELL EXECUTED, 220.95

2018-09-10, SELL EXECUTED, 220.95

2018-09-10, NET, -0.90

2018-09-10, BUY ATTEMPT, 217.57
2018-09-10, SELL EXECUTED, 220.95

2018-09-10, SELL EXECUTED, 220.95

2018-09-10, NET, -0.90

2018-09-10, BUY ATTEMPT, 217.57
2018-09-10, SELL EXECUTED, 220.95

2018-09-10, SELL EXECUTED, 220.95

2018-09-10, NET, -0.90

2018-09-10, BUY ATTEMPT, 217.57
2018-09-11, BUY EXECUTED, 218.01
2018-09-11, SELL ATTEMPT, 223.07
2018-09-11, BUY EXECUTED, 218.01
2018-09-11, SELL ATTEMPT, 223.07
2018-09-11, BUY EXECUTED, 218.01
2018-09-11, SELL ATTEMPT, 223.07
2018-09-12, SELL EXECUTED, 224.94

2018-09-12, SELL EXECUTED, 224.94

2018-09-12, NET, +6.93

2018-09-12, BUY ATTEMPT, 220.30
2018-09-12, SELL EXECUTED, 224.94

2018-09-12, SELL EXECUTED, 224.94

2018-09-12, NET, +6.93

2018-09-12, BUY ATTEMPT, 220.30
2018-09-12, SELL EXECUTED, 224.94

2018-09-12, SELL EXECUTED, 224.94

2018-09-12, NET, +6.93

2018-09-12, BUY ATTEMPT, 220.30
2018-09-13, BUY EXECUTED, 223.52
2018-09-13, SELL ATTEMPT, 225.62
2018-09-13, BUY EXECUTED, 223.52
2018-09-13, SELL ATTEMPT, 225.62
2018-09-13, BUY EXECUTED, 223.52
2018-09-13, SELL ATTEMPT, 225.62
2018-09-14, SELL EXECUTED, 225.75

2018-09-14, SELL EXECUTED, 225.75

2018-09-14, NET, +2.23

2018-09-14, BUY ATTEMPT, 223.06
2018-09-14, SELL EXECUTED, 225.75

2018-09-14, SELL EXECUTED, 225.75

2018-09-14, NET, +2.23

2018-09-14, BUY ATTEMPT, 223.06
2018-09-14, SELL EXECUTED, 225.75

2018-09-14, SELL EXECUTED, 225.75

2018-09-14, NET, +2.23

2018-09-14, BUY ATTEMPT, 223.06
2018-09-17, BUY EXECUTED, 222.15
2018-09-17, SELL ATTEMPT, 217.12
2018-09-17, BUY EXECUTED, 222.15
2018-09-17, SELL ATTEMPT, 217.12
2018-09-17, BUY EXECUTED, 222.15
2018-09-17, SELL ATTEMPT, 217.12
2018-09-18, SELL EXECUTED, 217.79

2018-09-18, SELL EXECUTED, 217.79

2018-09-18, NET, -4.36

2018-09-18, BUY ATTEMPT, 217.48
2018-09-18, SELL EXECUTED, 217.79

2018-09-18, SELL EXECUTED, 217.79

2018-09-18, NET, -4.36

2018-09-18, BUY ATTEMPT, 217.48
2018-09-18, SELL EXECUTED, 217.79

2018-09-18, SELL EXECUTED, 217.79

2018-09-18, NET, -4.36

2018-09-18, BUY ATTEMPT, 217.48
2018-09-19, BUY EXECUTED, 218.50
2018-09-19, SELL ATTEMPT, 217.61
2018-09-19, BUY EXECUTED, 218.50
2018-09-19, SELL ATTEMPT, 217.61
2018-09-19, BUY EXECUTED, 218.50
2018-09-19, SELL ATTEMPT, 217.61
2018-09-20, SELL EXECUTED, 220.24

2018-09-20, SELL EXECUTED, 220.24

2018-09-20, NET, +1.74

2018-09-20, BUY ATTEMPT, 219.26
2018-09-20, SELL EXECUTED, 220.24

2018-09-20, SELL EXECUTED, 220.24

2018-09-20, NET, +1.74

2018-09-20, BUY ATTEMPT, 219.26
2018-09-20, SELL EXECUTED, 220.24

2018-09-20, SELL EXECUTED, 220.24

2018-09-20, NET, +1.74

2018-09-20, BUY ATTEMPT, 219.26
2018-09-21, BUY EXECUTED, 220.78
2018-09-21, SELL ATTEMPT, 216.90
2018-09-21, BUY EXECUTED, 220.78
2018-09-21, SELL ATTEMPT, 216.90
2018-09-21, BUY EXECUTED, 220.78
2018-09-21, SELL ATTEMPT, 216.90
2018-09-24, SELL EXECUTED, 216.82

2018-09-24, SELL EXECUTED, 216.82

2018-09-24, NET, -3.96

2018-09-24, BUY ATTEMPT, 220.02
2018-09-24, SELL EXECUTED, 216.82

2018-09-24, SELL EXECUTED, 216.82

2018-09-24, NET, -3.96

2018-09-24, BUY ATTEMPT, 220.02
2018-09-24, SELL EXECUTED, 216.82

2018-09-24, SELL EXECUTED, 216.82

2018-09-24, NET, -3.96

2018-09-24, BUY ATTEMPT, 220.02
2018-09-25, BUY EXECUTED, 219.75
2018-09-25, SELL ATTEMPT, 221.42
2018-09-25, BUY EXECUTED, 219.75
2018-09-25, SELL ATTEMPT, 221.42
2018-09-25, BUY EXECUTED, 219.75
2018-09-25, SELL ATTEMPT, 221.42
2018-09-26, SELL EXECUTED, 221.00

2018-09-26, SELL EXECUTED, 221.00

2018-09-26, NET, +1.25

2018-09-26, BUY ATTEMPT, 219.65
2018-09-26, SELL EXECUTED, 221.00

2018-09-26, SELL EXECUTED, 221.00

2018-09-26, NET, +1.25

2018-09-26, BUY ATTEMPT, 219.65
2018-09-26, SELL EXECUTED, 221.00

2018-09-26, SELL EXECUTED, 221.00

2018-09-26, NET, +1.25

2018-09-26, BUY ATTEMPT, 219.65
2018-09-27, BUY EXECUTED, 223.82
2018-09-27, SELL ATTEMPT, 224.17
2018-09-27, BUY EXECUTED, 223.82
2018-09-27, SELL ATTEMPT, 224.17
2018-09-27, BUY EXECUTED, 223.82
2018-09-27, SELL ATTEMPT, 224.17
2018-09-28, SELL EXECUTED, 224.79

2018-09-28, SELL EXECUTED, 224.79

2018-09-28, NET, +0.97

2018-09-28, BUY ATTEMPT, 224.96
2018-09-28, SELL EXECUTED, 224.79

2018-09-28, SELL EXECUTED, 224.79

2018-09-28, NET, +0.97

2018-09-28, BUY ATTEMPT, 224.96
2018-09-28, SELL EXECUTED, 224.79

2018-09-28, SELL EXECUTED, 224.79

2018-09-28, NET, +0.97

2018-09-28, BUY ATTEMPT, 224.96
2018-10-01, BUY EXECUTED, 227.95
2018-10-01, SELL ATTEMPT, 226.47
2018-10-01, BUY EXECUTED, 227.95
2018-10-01, SELL ATTEMPT, 226.47
2018-10-01, BUY EXECUTED, 227.95
2018-10-01, SELL ATTEMPT, 226.47
2018-10-02, SELL EXECUTED, 227.25

2018-10-02, SELL EXECUTED, 227.25

2018-10-02, NET, -0.70

2018-10-02, BUY ATTEMPT, 228.48
2018-10-02, SELL EXECUTED, 227.25

2018-10-02, SELL EXECUTED, 227.25

2018-10-02, NET, -0.70
